id,data,model,score
85,XSUM,BERT,0.9487336048420935
79,XSUM,BERT,-0.019191745152017974
30,XSUM,PG,0.8013317102937858
21,XSUM,PG,-0.4531713322657878
96,XSUM,PG,-1.2671678889898181
67,XSUM,BERT,-0.035481652521660134
63,XSUM,PG,-0.16010810402446726
44,XSUM,PG,-1.040502466534457
49,XSUM,BERT,0.957275493054598
63,XSUM,BERT,0.7041962598061012
71,XSUM,BERT,1.0921679081700963
118,XSUM,BERT,0.502568151695646
101,XSUM,PG,-0.2670314407508275
25,XSUM,BERT,-0.9699922972972682
59,XSUM,BERT,1.3840302414795194
66,XSUM,BERT,0.43670787020827584
69,XSUM,PG,-0.4152687961952736
2,XSUM,PG,-0.5239991632085076
41,XSUM,PG,-1.8322456898688724
42,XSUM,PG,1.3357015549226852
21,XSUM,BERT,-0.5483333851035127
131,XSUM,PG,-0.5479004108237711
106,XSUM,PG,-1.7727799386570375
67,XSUM,PG,0.22413581242089262
73,XSUM,PG,-0.18886776901032634
24,XSUM,BERT,-0.6452479021857344
92,XSUM,BERT,-0.6179889387535007
10,XSUM,PG,-0.2940972892049886
